127.0.0.1 - - [11/Dec/2018:02:37:03 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:12 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 43479 "http://amazing-college.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:13 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.0 HTTP/1.0" 200 337340 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:13 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,underscore,backbone,wp-util,wp-backbone,wp-a11y,customize-base,theme,updates,svg-painter&ver=5.0 HTTP/1.0" 200 157349 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:14 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:19 +0000] "GET /wp-admin/themes.php?action=activate&stylesheet=twentyseventeen&_wpnonce=1ba9fa8096 HTTP/1.0" 302 0 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:19 +0000] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 44025 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:20 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:25 +0000] "GET / HTTP/1.0" 200 61432 "http://amazing-college.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:26 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:36 +0000] "GET /wp-admin/customize.php?theme=twentynineteen&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php HTTP/1.0" 200 312730 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:38 +0000] "POST /?customize_changeset_uuid=dc50444e-b7f0-43b2-8f7f-a010d07f295e&customize_theme=twentynineteen&customize_messenger_channel=preview-0&customize_autosaved=on HTTP/1.0" 200 38422 "http://amazing-college.local/wp-admin/customize.php?theme=twentynineteen&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:38 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/customize.php?theme=twentynineteen&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:52 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 404 50 "http://amazing-college.local/wp-admin/customize.php?theme=twentynineteen&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:53 +0000] "GET /wp-admin/themes.php HTTP/1.0" 200 43880 "http://amazing-college.local/wp-admin/customize.php?theme=twentynineteen&return=http%3A%2F%2Famazing-college.local%2Fwp-admin%2Fthemes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:53 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:55 +0000] "GET /wp-admin/index.php HTTP/1.0" 200 56815 "http://amazing-college.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [11/Dec/2018:02:37:56 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter&ver=5.0 HTTP/1.0" 200 201412 "http://amazing-college.local/wp-admin/index.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
